herb_id,engName,chiName,effect,taste,quality,shape
0048,Manyprinckle Acanthopanax,刺五加,益氣健脾；補肝腎；強筋骨；活血脈。風寒濕痹；腰膝疼痛；筋骨痿軟；行動遲緩；體虛羸弱；跌打損傷；骨折；水腫；腳氣；陰下濕癢。,辛、微苦，溫。,以皮完整、斷面黃白色、香氣濃者為佳。,為根莖結節狀不規則圓柱形，直徑1.4~4.2cm；表面灰褐色，有皺紋；上端有不定芽發育的細枝。根圓柱形，多分枝，常扭曲，長3.5~12cm，直徑0.3~1.5cm；表面灰褐色或黑褐色，粗糙、皮薄，剝落處呈灰黃色。質硬，斷面黃白色，纖維性。有特異香氣，味微辛、稍苦、澀。
0049,Chinese Angelica,當歸,補血活血，調經止痛，潤腸通便。用於血虛萎黃、眩暈心悸、月經不調、經閉痛經、虛寒腹痛、腸燥便秘、風濕痹痛、跌撲損傷、癰疽瘡瘍。,甘、辛，溫。,以主根粗長、油潤、外皮黃棕色、肉質飽滿、香氣濃者為佳。,全歸長略呈圓柱形，下部有支根3~5條或更多，長15~25cm。外皮細密，表面黃棕色至棕褐色，具縱皺紋及橫長皮孔。根頭 (歸頭) 直徑1.5~4cm，具環紋，上端圓鈍，有紫色或黃綠色的莖及葉鞘的殘基；主根 (歸身) 表面凹凸不平；支根 (歸尾) 直徑0.3~1cm，上粗下細，多扭，有少數鬚根痕。質柔韌，斷面黃白色或淡黃棕色，皮部厚，有裂隙及多數棕色點狀分泌腔，木部色較淡，形成層環黃棕色。木質部色較淡；根莖部分斷面中心通常有髓和空腔。
0050,Adhesive Rehmannia Root Tuber,地黃,熟地黃滋陰補血，益精填髓。可用于陰虛發熱，消渴，吐血，衄血，血崩，月經不調，胎動不安，陰傷便秘等症。,鮮地黃甘、苦，寒；生地黃甘，寒；熟地黃甘，微溫。,熟地黃以軟塊大、內外烏黑有光澤者為佳。,熟地黃：為不規則的塊片、碎塊，大小、厚薄不一。表面烏黑色，有光澤，粘性大。質柔軟而帶韌性，不易折斷，端面烏黑色，有光澤。味甜。
0051,Longleaf Garden Burnet Root,地榆,涼血止血，解毒斂瘡。除下焦熱，治大小便血證。,苦、酸、澀，微寒,以質硬、條粗、斷面紅色者為佳。,根圓柱形，略扭曲狀彎曲，長18~22cm，直徑0.5~2cm。有時可見側生支根或支根痕。表面棕褐色，具明顯縱皺。頂端有圓柱狀根莖或其殘基。質堅，稍脆，折斷面平整，略具粉質。橫斷面形成層環明顯，皮部淡黃色，木部棕黃色或帶粉紅色，呈顯著放射狀排列。氣徽，味微苦澀。
0052,Doubleteeth Angelicae Root,獨活,祛風勝濕；散寒止痛。用於風寒濕痹；腰膝疼痛；少陰伏風頭痛，頭痛齒痛。,辛、苦，微溫。,以條粗壯、油潤、香氣濃者為佳。,根頭及主根粗短，略呈圓柱形，長1.5~4cm，直徑1.5~3.5cm，下部有數條彎曲的支根，長12~30cm，直徑0.5~1.5cm。表面粗糙，灰棕色，具不規則縱皺紋及橫裂紋，並有多數橫長皮孔及細根痕；根頭部有環紋，具多殖環狀葉柄痕，中內為凹陷的莖痕。質堅硬，斷面灰黃白色，形成層環棕色，皮部有棕色油點 (油管)，木部黃棕色；根頭橫斷面有大形賄部，亦有油點。香氣特異，味苦辛，微麻舌。
0053,Blue Turmeric Rhizome,莪朮,破血逐瘀，行氣止痛。,辛、苦，溫。,以質堅實、氣香者為佳。,根莖圓錐形，上端較尖，下端基部鈍圓，長2~6cm，直徑2~3cm。表面淡黃色，稍皺縮，上部有明顯的環節，節上有鱗片樣葉柄殘基，兩側各有1列圓點狀側生根痕。質堅實，斷面灰褐色，蠟樣，常附有灰棕色粉末。內皮層環圓形，中柱占大部分。氣微香，味苦辣。
0054,Divaricate Saposhnikovia,防風,治外感風寒，頭痛，目眩，項強、風寒濕痹，骨節酸痛，四肢攣急，破傷風。,辛、甘，微溫。,以條粗壯、皮細而緊、無毛頭、斷面有棕色環、中心色淡黃者為佳。,乾燥的根呈圓錐形或紡錘形，稍彎曲，長20~30cm，根頭部直徑約1cm，中部直徑1~1.5cm。表面灰黃色或灰棕色。根頭部有密集的細環節，節上有棕色粗毛，頂端有莖的殘痕；根部外皮皺縮而粗糙，有不整齊的縱皺及細橫紋，除散生汙黃色的橫長皮孔外，點狀突起的鬚根痕也隨處可見。質松而軟，易折斷，斷而不平坦，木部淡黃色，皮部黃棕色有裂隙，射線呈放射狀。氣微香，味微甘。
0055,Fourstamen Stephania Root,防己,利水消腫，祛風止痛。主治水腫腳氣，小便不利，濕疹瘡毒，風濕痹痛，高血壓症。一般認為，漢防己利水消腫作用較強，木防己祛風止痛作用較好。,苦，寒。,以質堅實、斷面白色、粉性足者為佳。,根不規則圓柱形，形如“豬大腸”，剖切成半圓柱形或塊狀，常彎曲，彎曲處有深陷橫溝而呈結節狀，長5~15cm，直徑1~5cm。表面灰黃色，有細皺紋及橫向突起的皮孔。質堅重，斷面平坦，灰白色，有“蜘蛛網紋”，具粉性。氣微，味苦。
0056,Hypoglaucous Yam Rhizome,粉萆薢,利水，祛風，利濕。治風濕頑痹，腰膝疼痛，小便不利，淋濁，遺精，濕熱瘡毒。,苦，平。,以片大而薄、切面黃白色者為佳。,為不規則的薄片。邊緣不整齊，大小不一，厚約0.5mm。有的有棕黑色或灰棕色的外皮。切面黃白色或灰棕色，維管束呈小點狀散在。質松，略有彈性。氣微，味辛、微苦。
0057,Edible Kudzuvine Root,粉葛,解肌退熱；發表透診；生津止渴；升陽止瀉。主治外感發熱、頭項強痛、麻疹初起、疹出不暢、溫病口渴、消渴、泄瀉、痢疾、高血壓、冠心病。,甘、辛，涼。,以塊大、質堅實、色白、粉性足、纖維少為佳。,粉葛根呈圓柱形、類紡錘形或半圓柱形，有的為縱切或斜切的厚片，大小不一。除去外皮的表面黃白色或淡黃色，未去外皮的呈灰棕色。質堅硬而重，纖維性較弱，有的呈綿毛狀，富粉性。
0058,Prepared Common Monkshood Daughter Root,附子,回陽救逆，補火助陽，散寒止痛。“為回陽救逆第一品藥”。用於陰盛格陽，大汗亡陽，吐瀉厥逆，肢冷脈微，心腹冷痛，冷痢，腳氣水腫，風寒濕痹，陽痿，宮冷，虛寒吐瀉，陰寒水腫，陽虛外感，陰疽瘡瘍以及一切沉寒痼冷之疾。,甘、辛，大熱，有毒。,白附片以片大、色白、半透明者為佳。,淡附片：為縱切薄片，表面灰白色，質硬脆。氣微、味淡，無麻舌感。
0059,Chinese Nardostachys Root and Rhizome,甘松,行氣止痛，開鬱醒脾。外用祛濕消腫。用於中焦寒凝氣滯，脾胃不和，食欲不振，嘔吐；外用治牙痛。,甘、辛，溫。,以條長、根粗、香氣濃者為佳。,本品多彎曲，上粗下細，長5~18cm。根莖短，上端有殘留莖基，外被多層枯葉殖基，呈膜質片狀或纖維狀，外層棕黑色，內層棕色或黃色。根單一，有的數條交結，並列或分枝，長6~16cm，直徑0.3~1cm；表面皺縮，棕褐色，有細根和鬚根。質鬆脆，易折斷，斷面粗糙，皮部深棕色，常成裂片狀，木部黃白色。氣特異，葉苦、辛，有清涼感。
0060,Kansui Root,甘遂,瀉水逐飲，消腫散結。用於水腫脹滿，胸腹積水，痰飲積聚，氣逆喘咳，二便不利，消腫散結：外用可治癰腫瘡瘍。,苦，寒，有毒。,以色白、肥大、粉性足者為佳。,本品呈橢圓形、長圓柱形或連珠形，長1~5cm，直徑0.5~2.5cm。表面類白色或黃白色，凹陷處有棕色外皮殘留。質脆，易折斷，斷麵粉性，白色，木部微顯放射狀紋理；長圓柱狀者纖維性較強。氣微，味微甘而辣。
0061,Chinese Ligusticum Rhizome,藁本,祛風，散寒，除濕，止痛。用於風寒感冒，巔頂疼痛，風濕肢節痹痛。,辛，溫。,以大小均勻、香氣濃郁者為佳。,根莖呈不規則結節狀圓柱形，稍扭曲，有分枝，長3~10cm，直徑1~2cm。表面棕褐色或暗棕色，粗糙，有縱皺紋，上側殘留數個凹陷的圓形莖基，下側有多數點狀突起的根痕及殘根。體輕，質較硬，易折斷，斷面黃色或黃白色，纖維狀。氣濃香，味辛、苦、微麻。
0062,Lesser Galangal Rhizome,高良薑,溫胃散寒，消食止痛。用於脘腹冷痛，胃寒嘔吐，噯氣吞酸。,辛，熱。,以氣香味辣、分枝少、紅棕色者為佳。,該品呈圓柱形，多彎曲，有分枝，長5~9cm，直徑1~1.5cm。表面棕紅色至暗褐色，有細密的縱皺紋及灰棕色的波狀環節，節間長0.2~1cm，一面有圓形的根痕。質堅韌，不易折斷，斷面灰棕色或紅棕色，纖維性，中柱約占1/3。氣香，味辛辣。
0063,Lobed Kudzuvine Root,葛根,解表退熱，生津，透疹，升陽止瀉。用於外感發熱頭痛、高血壓頸項強痛、口渴、消渴、麻疹不透、熱痢、泄瀉。,甘、辛，涼。,以白色、塊大、質堅實、粉性足、纖維少者為佳。,本品呈縱切的長方形厚片或小方塊，長5~35cm，厚0.5~1cm。外皮淡棕色，有縱皺紋，粗糙。切面黃白色，紋理不明顯。質韌，纖維性強。氣微，味微甜。
0064,East Asian Tree Fern,狗脊,祛風除濕，補肝腎，強腰膝。用於風濕痹痛，腰膝酸軟，下肢無力，尿頻，遺尿，白帶過多。外敷金創止血。,苦、甘，溫。,以質堅實、體重，絨毛金色者為佳。,熟狗脊片呈黑棕色，質堅硬，木質部有環紋明顯。
0065,Fortune's Drynaria Rhizome,骨碎補,補腎強骨，續傷止痛。用於腎虛腰痛，耳鳴耳聾，牙齒鬆動，跌撲閃挫，筋骨折傷；外治斑禿，白癜風。,苦，溫。,以條粗大、棕色者為佳。,根莖為不規側背腹扁平的條狀、塊狀或片狀，多彎曲，兩側常有縊縮和分枝，長3~20cm，寬0.7~1.5cm。表面密被棕色或紅棕色細小鱗片，緊貼者呈膜質盾狀；直伸者披針形，先端尖，邊緣流蘇狀 (睫毛)，並於中柄基部和根莖嫩端較密集。鱗片脫落處顯棕色，可見細小縱向紋理和溝脊。上面有葉柄痕，下面有縱脊紋及細根痕。質堅硬，斷面紅棕色，有白色分體中柱，排成長扁圓形。氣香，味微甜、澀。
0066,Konxia Root,紅大戟,瀉水逐飲；解毒散結。用於胸腹積水，二便不利，癰腫瘡毒，瘰鬁痰核。,苦，寒，有毒。,以個大、質堅實、色紅褐色者為佳。,塊根呈長圓錐形或長紡錘形，多不分枝，稍彎曲，長3~12cm，直徑0.6~1.2cm。表面棕紅色或灰棕色，有扭曲的縱皺紋；頂端可見莖痕。質堅實而易折斷，斷面皮部紅褐色，木部棕黃色。氣微，味微辛。
0067,Kirilow Rhodiola Root and Rhizome,紅景天,益氣活血，通脈平喘。用於氣虛血瘀，胸痹心痛，中風偏癱，倦怠氣喘。,甘、苦，平。,以大小均勻、斷面棕褐色者為佳。,根莖呈圓柱形，粗短，略彎曲，少數有分枝。表面棕色或者褐色，粗糙有皺紋，主根圓柱形，粗短，質輕，表皮疏鬆，可以數層剝落。斷面棕褐色，異形維管束花紋狀，內有黃色膜質表皮。氣味芳香，味微苦澀、後甜。
0068,Manyinflorecenced Sweetvetch,紅芪,補氣固表，利尿托毒，排膿，斂瘡生肌。用於氣虛乏力，食少便溏，中氣下陷，久瀉脫肛，便血崩漏，表虛自汗，氣虛水腫，癰疽難潰，血虛萎黃，內熱消渴，慢性腎炎蛋白尿，糖尿病。,甘，溫。,以粉質多、味甘者為佳。,該品呈圓柱形，少有分枝，上端略粗，長10~50cm，直徑0.6~2cm。表面灰紅棕色，有縱皺紋、橫長皮孔及少數支根痕，外皮易脫落，剝落處淡黃色。質硬而韌，不易折斷，斷面纖維性，並顯粉性，皮部黃白色，木部淡黃棕色，射線放射狀，形成層環淺棕色。氣微，味微甜，嚼之有豆腥味。
0069,Red Ginseng,紅參,大補元氣，固脫生津，安神。治勞傷虛損，食少，倦怠，反胃吐食，大便滑泄，虛咳喘促，自汗暴脫，驚悸，健忘，眩暈頭痛，陽痿，尿頻，消渴，婦女崩漏，小兒慢驚，及久虛不復，一切氣血津液不足之證。,甘、微苦，溫。,以完整、條粗、質硬、有“黃馬褂”者為佳。,主根呈紡錘形或圓柱形，長3~10cm，直徑1~2cm。表面半透明，紅棕色，偶有不透明的暗黃褐色斑塊，具縱溝、皺紋及細根痕，上部有斷續的不明顯環紋；下部有2~3條扭曲交叉的支根，並帶彎曲的鬚根或僅具鬚根殘跡。根莖 (蘆頭) 長1~2cm，上有數個凹窩狀莖痕 (蘆碗)，有的帶有1~2條完整或折斷的不定根。質硬而脆，斷面平坦，角質樣。氣微香而特異，味甘、微苦。
0070,Chinese Goldthread Rhizome,黃連,清熱燥濕，瀉火解毒。用於濕熱痞滿，嘔吐吞酸，瀉痢，黃疸，高熱神昏，心火亢盛，心煩不寐，血熱吐衄，目赤，牙痛，消渴，癰腫疔瘡；外治濕疹，濕瘡，耳道流膿。,苦，寒。,均以條粗壯、質堅實、無殘莖毛須者為佳。,雲連：藥材彎曲呈鉤狀，形如“蠍尾”，多為單枝，較細小。以乾燥、條細、節多、鬚根少，色黃者為佳品。
0071,Membranous Milkvetch Root,黃芪,補氣固表，利尿托毒，排膿，斂瘡生肌的功效。用於氣虛乏力，食少便溏，中氣下陷，久瀉脫肛，便血崩漏，表虛自汗，癰疽難潰，久潰不斂，血虛萎黃，內熱消渴。,甘，溫。,以根條粗長、菊花心鮮明、空洞小、破皮少者為佳；紅芪以皮色紅潤、根條均勻、堅實、粉性足者為佳。,直根圓柱形、有的有分枝，上端較粗，長30~90釐米，直徑1~3.5釐米，表面縱皺色淡棕黃色或淡棕褐色，有不整齊的縱皺紋或縱溝質，硬而韌有粉性，皮部黃白較疏鬆；木部菊花紋理狀，氣似豆腥味微甜。老根中心偶有枯朽狀，黑褐色或呈空洞。氣微，味微甜，嚼之微有豆腥味。
0072,Baikal Skullcap Root,黃芩,清熱燥濕，瀉火解毒，止血，安胎，降血壓。用於濕溫、暑溫胸悶嘔惡，濕熱痞滿，瀉痢，黃疸，肺熱咳嗽，高熱煩渴，血熱吐衄，癰腫瘡毒，胎動不安。,苦，寒。,以根長、質堅實、色黃者為佳。,該品呈圓錐形，扭曲，長8~25cm，直徑1~3cm。表面棕黃色或深黃色，有稀疏的疣狀細根痕，上部較粗糙，有扭曲的縱皺或不規則的網紋，下部有順紋和細皺。質硬而脆，易折斷，斷面黃色，中間紅棕色，通稱子芩，以清火養陰為主；老根中間呈暗棕色或棕黑色，枯朽狀或已成空洞，稱枯芩，以清火敗毒為主。氣微，味苦。
0073,Figwortflower Picrorhiza Rhizome,胡黃連,清熱，涼血，燥濕。 陰虛骨蒸；潮熱盜汗；小兒疳疾；濕熱瀉痢；黃疸；吐血；衄血；目赤腫痛；癰腫瘡瘍；痔瘡腫毒。,苦，寒。,以條粗、折斷時有粉塵、斷面灰黑色、味苦者為佳。,根莖圓柱形，平直或彎曲，多不分枝，市售品多為小段，長2~9cm，直徑3~8mm。表面灰黃色至黃棕色，有光澤，粗糙，具縱皺及橫環紋，栓皮脫落處呈褐色；上端有殘留的葉跡，密集呈鱗片狀，暗紅棕色，或脫落後呈半圓狀的節痕。根痕圓點狀，近節處較多。質硬而脆，易折斷，折斷時有粉塵；斷面可見維管束小點4~7個，排列成環。氣微，味極苦而持久。
0074,Giant Knotweed Root,虎杖,清熱解毒，利膽退黃，祛風利濕，散瘀定痛，止咳化痰。用於關節痹痛，濕熱黃疸，經閉，癓瘕，咳嗽痰多，水火燙傷，跌撲損傷，癰腫瘡毒。,微苦，微寒。,以粗壯、以堅實、斷面色黃者為佳。,多為圓柱形短段或不規則厚片，長1~7cm，直徑0.5~2.5cm。外皮棕褐色，有縱皺紋及鬚根痕，切面皮部較薄，木部寬廣，棕黃色，射線放射狀，皮部與木部較易分離。根莖髓中有隔或呈空洞狀。質堅硬。氣微，味微苦、澀。
